INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50621202	5	6	21	202	Gemzhuoke_8	1	Lam Minh Tinh ThÕch (C¤p 6-C¤p 2)	Lam Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	32	2004	1
50621203	5	6	21	203	Gemzhuoke_8	1	Lam Minh Tinh ThÕch (C¤p 6-C¤p 3)	Lam Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	32	2004	1
50621204	5	6	21	204	Gemzhuoke_8	1	Lam Minh Tinh ThÕch (C¤p 6-C¤p 4)	Lam Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	32	2004	1
50621205	5	6	21	205	Gemzhuoke_8	1	Lam Minh Tinh ThÕch (C¤p 6-C¤p 5)	Lam Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	32	2004	1
50621206	5	6	21	206	Gemzhuoke_8	1	Lam Minh Tinh ThÕch (C¤p 6-C¤p 6)	Lam Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	32	2004	1
50621301	5	6	21	301	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 1)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621302	5	6	21	302	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 2)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621303	5	6	21	303	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 3)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621304	5	6	21	304	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 4)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621305	5	6	21	305	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 5)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621306	5	6	21	306	Gemzhuoke_2	1	H°ng Minh Tinh ThÕch (C¤p 6-C¤p 6)	H°ng Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	33	2004	1
50621401	5	6	21	401	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 1)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50621402	5	6	21	402	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 2)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50621403	5	6	21	403	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 3)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50621404	5	6	21	404	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 4)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50621405	5	6	21	405	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 5)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50621406	5	6	21	406	Gemzhuoke_11	1	Løc Minh Tinh ThÕch (C¤p 6-C¤p 6)	Løc Minh Tinh ThÕch, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi l¥n næa#r#WMang ðªn Lâu Lan-Trình Giäo Thiªt (219, 228) ð¬ tiªn hành khäm nÕm#r#GBäo thÕch ðã ðiêu kh¡c qua không th¬ ðiêu kh¡c lÕi.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch Th¡ng Lþi	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	FFFFFFB2	Bäo ThÕch Th¡ng Lþi	34	2004	1
50701001	5	7	1	1	Gem6_2_4	1	Miêu Nhãn ThÕch (c¤p 7)	"Bäo thÕch nhìn gi¯ng m¡t mèo, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo ThÕch hy v÷ng"	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Hy V÷ng	1	2004	1
50701002	5	7	1	2	Gem6_1_1	1	H± Nhãn ThÕch (c¤p 7)	"Bäo thÕch nhìn gi¯ng m£t h±, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo ThÕch hy v÷ng"	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Hy V÷ng	2	2004	1
50701003	5	7	1	3	LiJinGem6_2_4	1	Miêu Nhãn ThÕch-Thông Bäo (c¤p 7)	"Bäo thÕch nhß m¡t mèo, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Hy V÷ng#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	50000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Hy V÷ng	1	2004	1
50701004	5	7	1	4	LiJinGem6_1_1	1	H± Nhãn ThÕch-Thông Bäo (c¤p 7)	"Bäo thÕch nhß m¡t h±, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Hy V÷ng#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	50000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Hy V÷ng	2	2004	1
50702001	5	7	2	1	Gem6_1_3	1	Hoàng Tinh ThÕch (c¤p 7)	"Tinh ThÕch màu vàng, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Trí Tu®#W#rcó th¬ ðªn #G LÕc Dß½ng(280, 322)#RCông Tßþng bäo thÕch Bành Hoài Ng÷c#Who£c#GLâu Lan(279, 198)#RCông Tßþng bäo thÕch Kh¡c Lý Mµc#WsØ døng#GBäo ThÕch Ðiêu Kh¡c Phù c¤p 7#Wtång thuµc tính Bäo ThÕch.#r#cff9900bäo thÕch này chï có th¬ ðiêu kh¡c 1 l¥n#r#WsØ døng 3 viên bäo thÕch ðã ðiêu kh¡c, và 1 viên#GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n 1 viên Bäo ThÕch Th¡ng Lþi cùng c¤p."	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Trí Tu®	3	2004	1
50702002	5	7	2	2	Gem6_1_4	1	Lam Tinh ThÕch (c¤p 7)	"Tinh ThÕch màu xanh lam, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Trí Tu®#W#rcó th¬ ðªn #G LÕc Dß½ng(280, 322)#RCông Tßþng bäo thÕch Bành Hoài Ng÷c#Who£c#GLâu Lan(279, 198)#RCông Tßþng bäo thÕch Kh¡c Lý Mµc#WsØ døng#GBäo ThÕch Ðiêu Kh¡c Phù c¤p 7#Wtång thuµc tính Bäo ThÕch.#r#cff9900bäo thÕch này chï có th¬ ðiêu kh¡c 1 l¥n#r#WsØ døng 3 viên bäo thÕch ðã ðiêu kh¡c, và 1 viên#GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n 1 viên Bäo ThÕch Th¡ng Lþi cùng c¤p."	150000	1000	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Trí Tu®	4	2004	1
